Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Recommended For,Recommended By,Owned Copies,Original Purchase Date,Original Purchase Location,Condition,Condition Description,BCID
54120408,Klara and the Sun,Kazuo Ishiguro,"Ishiguro, Kazuo",,"=""059331817X""","=""9780593318171""",0,3.79,Alfred A. Knopf,Hardcover,303,2021,2021,,2022/04/02,currently-reading,currently-reading (#3),currently-reading,,,,1,,,0,,,,,
6443834,"1Q84 Book 1 (1Q84, #1)",Haruki Murakami,"Murakami, Haruki",村上 春樹,"=""4103534222""","=""9784103534228""",0,4.01,Shinchosha/Tsai Fong Books,Hardcover,554,2009,2009,,2022/03/15,to-read,to-read (#154),to-read,,,,0,,,0,,,,,
11297,Norwegian Wood,Haruki Murakami,"Murakami, Haruki",Jay Rubin,"=""0375704027""","=""9780375704024""",3,4.03,Vintage Books,Paperback,296,2000,1987,2022/03/15,2016/02/23,,,read,,,,1,,,0,,,,,
179133,Domain-Driven Design: Tackling Complexity in the Heart of Software,Eric Evans,"Evans, Eric",,"=""0321125215""","=""9780321125217""",0,4.16,Addison-Wesley Professional,Hardcover,560,2003,2003,,2022/01/10,currently-reading,currently-reading (#2),currently-reading,,,,1,,,0,,,,,
22512931,Building Microservices: Designing Fine-Grained Systems,Sam Newman,"Newman, Sam",,"=""1491950358""","=""9781491950357""",4,4.20,O'Reilly Media,Paperback,262,2015,2014,2022/01/05,2021/11/10,,,read,,,,1,,,0,,,,,
39793332,Designing Event-Driven Systems,Ben Stopford,"Stopford, Ben",,"=""""","=""9781492038221""",3,3.84,O'Reilly Media,ebook,166,2018,,2021/12/15,2021/11/26,,,read,,,,1,,,0,,,,,
58128,Head First Design Patterns,Eric Freeman,"Freeman, Eric","Kathy Sierra, Bert Bates, Elisabeth Robson","=""0596007124""","=""9780596007126""",2,4.29,O'Reilly Media,Paperback,638,2004,2004,2021/11/10,2021/10/23,,,read,,,,1,,,0,,,,,
10507,Baudolino,Umberto Eco,"Eco, Umberto",William Weaver,"=""0156029065""","=""9780156029063""",3,3.77,"Harcourt, Inc.",Paperback,527,2003,2000,2021/10/23,2018/12/30,,,read,,,,1,,,0,,,,,
28923,When We Were Orphans,Kazuo Ishiguro,"Ishiguro, Kazuo",,"=""0571225403""","=""9780571225408""",3,3.52,Faber & Faber,Paperback,320,2007,,,2019/06/18,,,read,,,,1,,,0,,,,,
30976848,Bella Germania,Daniel Speck,"Speck, Daniel",,"=""3596295963""","=""9783596295968""",0,4.20,Fischer,Paperback,624,2016,2016,,2021/04/30,currently-reading,currently-reading (#1),currently-reading,,,,1,,,0,,,,,
28921,The Remains of the Day,Kazuo Ishiguro,"Ishiguro, Kazuo",نجف دریابندری,"=""""","=""""",5,4.14,Faber & Faber,Paperback,258,2005,1989,2021/04/23,2017/10/06,,,read,,,,1,,,0,,,,,
11566,The Green Mile,Stephen King,"King, Stephen",,"=""0451933028""","=""9780451933027""",4,4.46,Penguin Signet,Paperback,592,1996,1996,2021/04/02,2021/03/17,,,read,,,,1,,,0,,,,,
24959245,Господин из Сан-Франциско,Ivan Alekseyevich Bunin,"Bunin, Ivan Alekseyevich",Иван Алексеевич Бунин,"=""""","=""""",2,3.64,Общественное достояние,Kindle Edition,23,,1915,,2021/03/19,,,read,,,,1,,,0,,,,,
23692271,Sapiens: A Brief History of Humankind,Yuval Noah Harari,"Harari, Yuval Noah",Prottasha Prachurjo Sayed Fayej Ahmed,"=""""","=""""",4,4.39,Vintage,Paperback,512,2015,2011,2021/03/17,2018/08/18,,,read,,,,1,,,0,,,,,
3,"Harry Potter and the Sorcerer's Stone (Harry Potter, #1)",J.K. Rowling,"Rowling, J.K.",,"=""""","=""""",4,4.48,Scholastic Inc,Hardcover,309,2003,1997,,2020/05/26,,,read,,,,1,,,0,,,,,
22522805,The Buried Giant,Kazuo Ishiguro,"Ishiguro, Kazuo",,"=""030727103X""","=""9780307271037""",4,3.55,Alfred A. Knopf,Hardcover,317,2015,2015,,2017/10/06,,,read,,,,1,,,0,,,,,
25767311,Доктор Живаго,Boris Pasternak,"Pasternak, Boris",Борис Пастернак,"=""""","=""9785080050824""",3,4.01,,,606,2013,1957,,2016/09/21,,,read,,,,1,,,0,,,,,
39907554,Воспоминания великого князя Александра Михайловича Романова,Александр Романов,"Романов, Александр",,"=""""","=""9785496014007""",3,4.78,Питер,Hardcover,320,2015,,2020/06/09,2020/06/06,,,read,,,,1,,,0,,,,,
890,Of Mice and Men,John Steinbeck,"Steinbeck, John",,"=""0142000671""","=""9780142000670""",0,3.88,Penguin Books,Paperback,112,2002,1937,,2020/05/26,to-read,to-read (#153),to-read,,,,0,,,0,,,,,
1168487,Der Schwarm,Frank Schätzing,"Schätzing, Frank",,"=""3596164532""","=""9783596164530""",0,4.08,Fischer Taschenbuch Verlag,Paperback,987,2005,2004,,2020/05/26,to-read,to-read (#152),to-read,,,,0,,,0,,,,,
672948,Arch of Triumph: A Novel of a Man Without a Country,Erich Maria Remarque,"Remarque, Erich Maria",,"=""""","=""""",4,4.42,Random House Trade Paperbacks,Paperback,464,1998,1945,,2013/05/29,,,read,,,,1,,,0,,,,,
4511169,Обитаемый остров,Arkady Strugatsky,"Strugatsky, Arkady","Boris Strugatsky, Аркадий Стругацкий, Борис Стругацкий","=""5170409583""","=""9785170409587""",3,4.27,АСТ,Hardcover,416,2008,1967,,2010/08/26,,,read,,,,1,,,0,,,,,
8253920,"Towers of Midnight (The Wheel of Time, #13)",Robert Jordan,"Jordan, Robert",Brandon Sanderson,"=""0765325942""","=""9780765325945""",3,4.44,Tom Doherty Associates TOR Fantasy,Hardcover,863,2010,2010,,2013/05/19,,,read,,,,1,,,0,,,,,
5948498,Отягощенные злом,Arkady Strugatsky,"Strugatsky, Arkady","Boris Strugatsky, Аркадий Стругацкий, Борис Стругацкий","=""""","=""""",3,4.15,"ИД ""Равновесие""",Audio CD,,,1988,,2013/02/12,,,read,,,,1,,,0,,,,,
331256,Roadside Picnic,Arkady Strugatsky,"Strugatsky, Arkady","Boris Strugatsky, Theodore Sturgeon, Antonina W. Bouis","=""0575070536""","=""9780575070530""",4,4.16,Gollancz,Paperback,145,2000,1972,,2010/08/26,,,read,,,,1,,,0,,,,,
5948515,Хромая судьба,Arkady Strugatsky,"Strugatsky, Arkady",Boris Strugatsky,"=""""","=""""",4,4.16,"ИД ""Равновесие""",Audio CD,,,1986,,2013/02/12,,,read,,,,1,,,0,,,,,
1442235,Понедельник начинается в субботу,Arkady Strugatsky,"Strugatsky, Arkady","Boris Strugatsky, Аркадий Стругацкий, Борис Стругацкий","=""5968000236""","=""9785968000231""",3,4.21,Пан Пресс,Hardcover,276,2006,1965,,2010/08/26,,,read,,,,1,,,0,,,,,
800586,Chevengur,Andrei Platonov,"Platonov, Andrei",Anthony Olcott,"=""0882333097""","=""9780882333090""",1,4.23,Ardis,Hardcover,333,1978,1928,2019/12/16,2015/08/04,,,read,,,,1,,,0,,,,,
35231,"Lord of Chaos (The Wheel of Time, #6)",Robert Jordan,"Jordan, Robert",,"=""0812513754""","=""9780812513752""",4,4.16,Tor Books,Mass Market Paperback,1011,1995,1994,,2013/03/05,,,read,,,,1,,,0,,,,,
13890,"A Crown of Swords (The Wheel of Time, #7)",Robert Jordan,"Jordan, Robert",,"=""0812550285""","=""9780812550283""",4,4.05,Tor Books,Mass Market Paperback,880,1997,1996,,2013/03/05,,,read,,,,1,,,0,,,,,
759514,Beetle in the Anthill,Arkady Strugatsky,"Strugatsky, Arkady","Boris Strugatsky, Richard M. Powers","=""0026151200""","=""9780026151207""",4,4.25,Macmillan Publishing Co.,Hardcover,217,1980,1979,,2013/02/12,,,read,,,,1,,,0,,,,,
64222,"Going Postal (Discworld, #33; Moist von Lipwig, #1)",Terry Pratchett,"Pratchett, Terry",,"=""0060502932""","=""9780060502935""",4,4.38,HarperTorch,Mass Market Paperback,394,2005,2004,2015/08/19,2014/12/25,,,read,,,,1,,,0,,,,,
13895,"The Fires of Heaven (The Wheel of Time, #5)",Robert Jordan,"Jordan, Robert",,"=""1857232097""","=""9781857232097""",4,4.17,Orbit,Paperback,912,1994,1993,,2013/03/05,,,read,,,,1,,,0,,,,,
653559,Sherlock Holmes and the Case of the Hound of the Baskervilles,Malvina G. Vogel,"Vogel, Malvina G.",Arthur Conan Doyle,"=""0866114262""","=""9780866114264""",3,4.52,"Moby Books/Playmore, Inc./I. Waldman & Son, Inc.",Paperback,233,1977,1977,,2013/07/14,,,read,,,,1,,,0,,,,,
626685,Selected Poems,Marina Tsvetaeva,"Tsvetaeva, Marina",Elaine Feinstein,"=""0140187596""","=""9780140187595""",3,4.33,Penguin Classics,Paperback,160,1994,1971,,2013/07/14,,,read,,,,1,,,0,,,,,
47989,"Night Watch (Discworld, #29; City Watch, #6)",Terry Pratchett,"Pratchett, Terry",,"=""055215430X""","=""9780552154307""",4,4.47,Corgi,Paperback,480,2011,2002,2015/06/22,2014/12/25,,,read,,,,1,,,0,,,,,
29582,Foundation and Earth (Foundation #5),Isaac Asimov,"Asimov, Isaac",,"=""0553587579""","=""9780553587579""",4,4.06,Spectra,Paperback,500,2004,1986,,2013/05/20,,,read,,,,1,,,0,,,,,
2788798,Футурологический конгресс. Осмотр на месте. Мир на земле,Stanisław Lem,"Lem, Stanisław",,"=""5170143627""","=""""",4,4.51,АСТ,Hardcover,640,2003,,,2013/11/26,,,read,,,,1,,,0,,,,,
140974,"The Path of Daggers (The Wheel of Time, #8)",Robert Jordan,"Jordan, Robert",,"=""0812550293""","=""9780812550290""",4,3.92,Tor Books,Mass Market Paperback,685,1999,1998,,2013/03/05,,,read,,,,1,,,0,,,,,
77565,"The Fall of Hyperion (Hyperion Cantos, #2)",Dan Simmons,"Simmons, Dan",,"=""0553288202""","=""9780553288209""",4,4.22,Spectra Books,Mass Market Paperback,517,1995,1990,,2013/05/20,,,read,,,,1,,,0,,,,,
18373,Flowers for Algernon,Daniel Keyes,"Keyes, Daniel",,"=""""","=""""",4,4.17,Harvest Books,Paperback,311,2005,1959,2013/08/06,2013/07/31,,,read,,,,1,,,0,,,,,
95558,Solaris,Stanisław Lem,"Lem, Stanisław","Steve Cox, Joanna Kilmartin","=""""","=""""",4,3.99,Harcourt,Paperback,204,2002,1961,,2013/05/20,,,read,,,,1,,,0,,,,,
113205,Heart of a Dog,Mikhail Bulgakov,"Bulgakov, Mikhail",Mirra Ginsburg,"=""0802150594""","=""9780802150592""",4,4.12,Grove Press,Paperback,123,1994,1925,,2013/05/23,,,read,,,,1,,,0,,,,,
30,J.R.R. Tolkien 4-Book Boxed Set: The Hobbit and The Lord of the Rings,J.R.R. Tolkien,"Tolkien, J.R.R.",,"=""0345538374""","=""9780345538376""",3,4.60,Ballantine Books,Mass Market Paperback,1728,2012,1955,,2014/03/18,,,read,,,,1,,,0,,,,,
34,"The Fellowship of the Ring (The Lord of the Rings, #1)",J.R.R. Tolkien,"Tolkien, J.R.R.","Francis Ledoux, Maria Skibniewska","=""0618346252""","=""9780618346257""",3,4.38,Houghton Mifflin Harcourt,Paperback,398,2003,1954,,2010/08/26,,,read,,,,1,,,0,,,,,
29580,Second Foundation (Foundation #3),Isaac Asimov,"Asimov, Isaac",,"=""0553803735""","=""9780553803730""",3,4.26,Bantam Spectra,Hardcover,256,2004,1953,,2013/05/20,,,read,,,,1,,,0,,,,,
759517,Hard to Be a God,Arkady Strugatsky,"Strugatsky, Arkady",Boris Strugatsky,"=""0816491216""","=""9780816491216""",4,4.17,Seabury Press,Hardcover,219,1973,1964,,2010/08/26,,,read,,,,1,,,0,,,,,
25048853,Роковые яйца,Mikhail Bulgakov,"Bulgakov, Mikhail",,"=""""","=""""",3,3.77,GB Software,Kindle Edition,100,2014,1923,,2016/09/01,,,read,,,,1,,,0,,,,,
46654,"The Foundation Trilogy (Foundation, #1-3)",Isaac Asimov,"Asimov, Isaac",,"=""0380508567""","=""9780380508563""",4,4.41,,Paperback,679,1974,1953,,2013/05/20,,,read,,,,1,,,0,,,,,
2844314,Солярис. Эдем,Stanisław Lem,"Lem, Stanisław",,"=""""","=""""",4,4.35,,,,,,,2013/11/26,,,read,,,,1,,,0,,,,,
47990,"Jingo (Discworld, #21; City Watch, #4)",Terry Pratchett,"Pratchett, Terry",,"=""0552154164""","=""9780552154161""",4,4.16,Corgi Books,Paperback,461,2006,1997,2015/02/10,2014/12/25,,,read,,,,1,,,0,,,,,
119073,The Name of the Rose,Umberto Eco,"Eco, Umberto",William Weaver,"=""0156001314""","=""9780156001311""",4,4.13,Harvest Books,Paperback,536,1994,1980,2018/05/09,2016/02/23,,,read,,,,1,,,0,,,,,
53064,Death in Venice and Other Tales,Thomas Mann,"Mann, Thomas",Joachim Neugroschel,"=""0141181737""","=""9780141181738""",2,3.91,Penguin Classics,Paperback,384,1999,1911,2019/10/18,2019/10/10,,,read,,,,1,,,0,,,,,
11289,"The Rise of Endymion (Hyperion Cantos, #4)",Dan Simmons,"Simmons, Dan",,"=""0553572989""","=""9780553572988""",4,4.17,Spectra,Mass Market Paperback,709,1998,1997,,2013/07/07,,,read,,,,1,,,0,,,,,
9539,"The Shadow Rising (The Wheel of Time, #4)",Robert Jordan,"Jordan, Robert",,"=""0812513738""","=""9780812513738""",4,4.26,Tom Doherty Tor Fantasy,Mass Market Paperback,1007,1993,1992,,2013/03/05,,,read,,,,1,,,0,,,,,
12296,The Scarlet Letter,Nathaniel Hawthorne,"Hawthorne, Nathaniel","Thomas E. Connolly, Nina Baym","=""0142437263""","=""9780142437261""",1,3.43,Penguin Books,Paperback,279,2003,1850,2019/10/09,2019/08/21,,,read,,,,1,,,0,,,,,
30013,Prelude to Foundation,Isaac Asimov,"Asimov, Isaac",,"=""""","=""""",4,4.14,Voyager,Paperback,464,1994,1988,,2013/05/20,,,read,,,,1,,,0,,,,,
13023,Alice in Wonderland,Jane Carruth,"Carruth, Jane","Lewis Carroll, Rene Cloke","=""0517223627""","=""9780517223628""",4,4.03,Gramercy Books,Hardcover,92,2004,1865,,2016/09/01,,,read,,,,1,,,0,,,,,
15241,"The Two Towers (The Lord of the Rings, #2)",J.R.R. Tolkien,"Tolkien, J.R.R.","Peter S. Beagle, Дж.Р.Р. Толкін, Аліна Немірова, П. Риженко","=""0618346260""","=""9780618346264""",4,4.46,Houghton Mifflin,Paperback,322,2003,1954,,2013/02/12,,,read,,,,1,,,0,,,,,
18512,"The Return of the King (The Lord of the Rings, #3)",J.R.R. Tolkien,"Tolkien, J.R.R.",Maria Skibniewska,"=""""","=""""",4,4.55,Del Rey,Mass Market Paperback,404,2003,1955,,2013/02/12,,,read,,,,1,,,0,,,,,
10155,The Lost World (Professor Challenger #1),Arthur Conan Doyle,"Doyle, Arthur Conan",,"=""0812967259""","=""9780812967258""",2,3.93,Modern Library,Paperback,272,2003,1912,,2013/05/29,,,read,,,,1,,,0,,,,,
5107,The Catcher in the Rye,J.D. Salinger,"Salinger, J.D.",,"=""0316769177""","=""9780316769174""",4,3.81,Back Bay Books,Paperback,277,2001,1951,,2010/08/26,,,read,,,,1,,,0,,,,,
3038666,Человек в футляре (Сборник),Anton Chekhov,"Chekhov, Anton",Антон Павлович Чехов,"=""5170319576""","=""""",2,4.17,"АСТ, Астрель",Hardcover,573,2011,1898,,2013/02/12,,,read,,,,1,,,0,,,,,
295,Treasure Island,Robert Louis Stevenson,"Stevenson, Robert Louis",Martha,"=""0753453800""","=""9780753453803""",2,3.84,Kingfisher,Hardcover,311,2001,1883,,2013/07/14,,,read,,,,1,,,0,,,,,
944073,"The Blade Itself (The First Law, #1)",Joe Abercrombie,"Abercrombie, Joe",,"=""0575079797""","=""9780575079793""",1,4.18,Gollancz,Paperback,515,2007,2006,2019/08/19,2016/03/22,,,read,,,,1,,,0,,,,,
10511023,Apricot Jam: And Other Stories,Aleksandr Solzhenitsyn,"Solzhenitsyn, Aleksandr","Kenneth Lantz, Stephan Solzhenitsyn","=""1582436029""","=""9781582436029""",3,3.71,Counterpoint,Hardcover,375,2011,2008,2017/01/10,2017/01/10,,,read,,,,1,,,0,,,,,
6334,Never Let Me Go,Kazuo Ishiguro,"Ishiguro, Kazuo",,"=""""","=""""",4,3.84,Vintage Books ,Paperback,288,2010,2005,2019/07/04,2016/03/22,,,read,,,,1,,,0,,,,,
194366,"The Return of Sherlock Holmes (Sherlock Holmes, #6)",Arthur Conan Doyle,"Doyle, Arthur Conan","Angus Wilson, Richard Lancelyn Green, Owen Dudley Edwards","=""0192123173""","=""9780192123176""",3,4.29,Oxford University Press,Hardcover,455,1993,1904,,2013/05/29,,,read,,,,1,,,0,,,,,
28763,His Master's Voice,Stanisław Lem,"Lem, Stanisław",Michael Kandel,"=""0810117312""","=""9780810117310""",3,4.10,Northwestern University Press,Paperback,199,1999,1968,,2013/11/15,,,read,,,,1,,,0,,,,,
24213,Alice's Adventures in Wonderland / Through the Looking-Glass,Lewis Carroll,"Carroll, Lewis","John Tenniel, Martin Gardner","=""0451527747""","=""9780451527745""",4,4.06,Penguin Group (USA),Paperback,239,2000,1871,,2013/05/29,,,read,,,,1,,,0,,,,,
118413,The Bedbug and Selected Poetry,Vladimir Mayakovsky,"Mayakovsky, Vladimir","Patricia Blake, Max Hayward, George Reavey","=""0253201896""","=""9780253201898""",3,4.20,Indiana University Press,Paperback,320,1975,1929,,2013/07/14,,,read,,,,1,,,0,,,,,
3836,Don Quixote,Miguel de Cervantes Saavedra,"Saavedra, Miguel de Cervantes","Roberto González Echevarría, John Rutherford","=""0142437239""","=""9780142437230""",3,3.89,Penguin Books,Paperback,1023,2003,1605,,2013/05/24,,,read,,,,1,,,0,,,,,
41811,The Caves of Steel (Robot #1),Isaac Asimov,"Asimov, Isaac",,"=""""","=""""",3,4.18,Voyager,Mass Market Paperback,206,1997,1953,,2013/05/20,,,read,,,,1,,,0,,,,,
254308,Oblomov,Ivan Goncharov,"Goncharov, Ivan","Stephen Pearl, Galya Diment","=""1933480092""","=""9781933480091""",2,4.10,Bunim & Bannigan Ltd,Paperback,586,2006,1859,,2013/05/29,,,read,,,,1,,,0,,,,,
3590,"The Adventures of Sherlock Holmes (Sherlock Holmes, #3)",Arthur Conan Doyle,"Doyle, Arthur Conan",,"=""""","=""""",3,4.30,Oxford University Press,Paperback,389,1998,1892,,2013/05/29,,,read,,,,1,,,0,,,,,
2282267,Professor Dowell's Head,Alexander Belyaev,"Belyaev, Alexander","Antonina W. Bouis, Theodore Sturgeon, Richard M. Powers","=""0025083708""","=""9780025083707""",2,4.08,Macmillan Publishing,Hardcover,157,1980,1925,,2013/05/29,,,read,,,,1,,,0,,,,,
104696,Taras Bulba,Nikolai Gogol,"Gogol, Nikolai","David George Hogarth, Άρης Αλεξάνδρου","=""1406946168""","=""9781406946161""",2,3.72,Hard Press ,Paperback,228,2006,1835,,2013/05/20,,,read,,,,1,,,0,,,,,
195680,Village Evenings Near Dikanka and Mirgorod,Nikolai Gogol,"Gogol, Nikolai","Christopher English, Richard Peace","=""0192828800""","=""9780192828804""",2,4.20,"Oxford University Press, USA",Paperback,496,1994,1831,,2013/05/20,,,read,,,,1,,,0,,,,,
76171,We,Yevgeny Zamyatin,"Zamyatin, Yevgeny",Clarence Brown,"=""0140185852""","=""9780140185850""",2,3.91,Penguin Classics,Paperback,226,1993,1924,,2013/05/29,,,read,,,,1,,,0,,,,,
17361015,Ариэль,Alexander Belyaev,"Belyaev, Alexander",Александр Романович Беляев,"=""5458035046""","=""9785458035040""",2,3.97,Book on Demand Ltd.,Paperback,154,2013,1941,,2013/05/29,,,read,,,,1,,,0,,,,,
1254877,The Red-Headed League - a Sherlock Holmes Short Story (The Adventures of Sherlock Holmes #2),Arthur Conan Doyle,"Doyle, Arthur Conan",Hans Peterson,"=""0890613141""","=""9780890613146""",3,3.95,Jamestown Pubns,Audio Cassette,24,1984,1891,,2013/07/14,,,read,,,,1,,,0,,,,,
1243909,Приключения Чиполлино,Gianni Rodari,"Rodari, Gianni","Александр Алир, Džanni Rodāri, Silvija Ķuze, Джанни Родари, V. Sutejevs, D. Lapsa","=""5850662847""","=""9785850662844""",1,4.13,Самовар,,216,2007,1951,,2013/05/29,,,read,,,,1,,,0,,,,,
102868,"A Study in Scarlet (Sherlock Holmes, #1)",Arthur Conan Doyle,"Doyle, Arthur Conan",Martha,"=""1420925539""","=""9781420925531""",3,4.14,Digireads.com,Paperback,123,2005,1887,,2013/05/29,,,read,,,,1,,,0,,,,,
32829,Journey to the Center of the Earth,Jules Verne,"Verne, Jules",,"=""0553213970""","=""9780553213973""",2,3.86,Bantam,Paperback,240,2006,1864,,2015/08/04,,,read,,,,1,,,0,,,,,
1166599,"The Gathering Storm (The Wheel of Time, #12)",Robert Jordan,"Jordan, Robert",Brandon Sanderson,"=""0765302306""","=""9780765302304""",3,4.39,Tor Books,Hardcover,783,2009,2009,,2013/05/19,,,read,,,,1,,,0,,,,,
830502,It,Stephen King,"King, Stephen",,"=""0450411435""","=""9780450411434""",3,4.25,New English Library,Paperback,1116,1987,1986,,2016/02/23,,,read,,,,1,,,0,,,,,
158516,The Twelve Chairs,Ilya Ilf,"Ilf, Ilya","Yevgeny Petrov, Maurice Friedberg, John H.C. Richardson","=""0810114844""","=""9780810114845""",3,4.41,Northwestern University Press,Paperback,395,1997,1928,,2013/05/20,,,read,,,,1,,,0,,,,,
5470,1984,George Orwell,"Orwell, George","Erich Fromm, Regina Silveira, Amazing Améziane, Marcelo Pen, Irving Howe, Golo Mann, Raymond Williams, Thomas Pynchon, Homi K. Bhabha, Martha C. Nussbaum, Bernard Crick, George Packer","=""""","=""""",3,4.19,New American Library,Mass Market Paperback,328,1950,1949,,2010/08/26,,,read,,,,1,,,0,,,,,
3977,"Endymion (Hyperion Cantos, #3)",Dan Simmons,"Simmons, Dan",,"=""0553572946""","=""9780553572940""",4,4.18,Bantam Spectra,Mass Market Paperback,563,1996,1996,,2013/06/23,,,read,,,,1,,,0,,,,,
822115,The Complete Poems of Anna Akhmatova,Anna Akhmatova,"Akhmatova, Anna","Judith Hemschemeyer, Roberta Reeder","=""0939010275""","=""9780939010271""",3,4.43,Zephyr Press,Paperback,948,2000,1965,,2013/07/14,,,read,,,,1,,,0,,,,,
2956,The Adventures of Huckleberry Finn,Mark Twain,"Twain, Mark","Guy Cardwell, E.W. Kemble, John Seelye, Walter Trier, Martha, William Little Hughes","=""0142437174""","=""9780142437179""",2,3.82,Penguin Classics,Paperback,327,2002,1884,,2010/08/26,,,read,,,,1,,,0,,,,,
41804,"I, Robot (Robot, #0.1)",Isaac Asimov,"Asimov, Isaac",,"=""0553803700""","=""9780553803709""",3,4.21,Bantam Books,Hardcover,224,2004,1950,,2013/05/20,,,read,,,,1,,,0,,,,,
27822,Eugene Onegin,Alexander Pushkin,"Pushkin, Alexander",James E. Falen,"=""0192838997""","=""9780192838995""",2,4.10,Oxford University Press,Paperback,240,1998,1833,,2013/05/24,,,read,,,,1,,,0,,,,,
1255122,The Ugly Swans,Arkady Strugatsky,"Strugatsky, Arkady","Boris Strugatsky, Alice Stone Nakhimovsky, Alexander Nakhimovsky, Richard M. Powers","=""0020072406""","=""9780020072409""",4,4.27,Collier/Macmillan Publishing Co.,Paperback,234,1980,1972,,2010/08/26,,,read,,,,1,,,0,,,,,
76683,Foundation's Edge (Foundation #4),Isaac Asimov,"Asimov, Isaac",,"=""0553293389""","=""9780553293388""",3,4.15,Bantam/Spectra,Paperback,450,2010,1982,,2013/05/20,,,read,,,,1,,,0,,,,,
41821,The Gods Themselves,Isaac Asimov,"Asimov, Isaac",,"=""1857989341""","=""9781857989342""",3,4.09,Millenium,Paperback,288,2000,1972,,2013/05/20,,,read,,,,1,,,0,,,,,
29581,Foundation and Empire (Foundation #2),Isaac Asimov,"Asimov, Isaac",,"=""0553803727""","=""9780553803723""",4,4.22,Spectra Books,Hardcover,244,2004,1952,,2013/05/20,,,read,,,,1,,,0,,,,,
7190,"The Three Musketeers (The D'Artagnan Romances, #1)",Alexandre Dumas,"Dumas, Alexandre","Richard Pevear, Philip Bates, William Barrow, August Zoller, Marisa Zini, Moshe Ukle, Pierre Toutain-Dorbec, John      Lee, Jacques Georges Clemenc Le Clercq, Natalie Montoto, S.M. Sheley, Daniel Rasmusson, Louis Jourdan, Walter Covell, Michael Page, Brett Helquist, Michael York, Sylvie Thorel-Cailleteau, Milo Winter, Bill Homewood, Arthur Paul John Charles James Gore Sudley, S.N. Rizvi, Александр Дюма, Giorgio Manganelli, William Robson, Isabel Ely Lord","=""""","=""""",2,4.08,Modern Library,Paperback,625,2001,1844,,2013/05/24,,,read,,,,1,,,0,,,,,
733473,The Futurological Congress: From the Memoirs of Ijon Tichy,Stanisław Lem,"Lem, Stanisław",Michael Kandel,"=""0156340402""","=""9780156340403""",4,4.20,Mariner Books,Paperback,149,1985,1971,,2013/05/20,,,read,,,,1,,,0,,,,,
87346,The Cherry Orchard,Anton Chekhov,"Chekhov, Anton",Tom    Murphy,"=""0413774031""","=""9780413774033""",2,3.68,Bloomsbury Methuen Drama,Paperback,96,2004,1903,,2013/02/12,,,read,,,,1,,,0,,,,,
1567725,Град обреченный,Arkady Strugatsky,"Strugatsky, Arkady","Boris Strugatsky, Аркадий Стругацкий, Борис Стругацкий","=""5280012904""","=""""",3,4.22,Художественная литература,Paperback,384,1989,1989,,2010/08/26,,,read,,,,1,,,0,,,,,
5907,"The Hobbit, or There and Back Again",J.R.R. Tolkien,"Tolkien, J.R.R.","Douglas A. Anderson, Michael Hague, Jemima Catlin","=""""","=""""",3,4.28,Houghton Mifflin,Paperback,366,2002,1937,,2010/08/26,,,read,,,,1,,,0,,,,,
1546109,Мертвые души. Ревизор. Повести,Nikolai Gogol,"Gogol, Nikolai",,"=""5170275331""","=""""",2,4.24,AST,Hardcover,976,2005,1987,,2014/07/14,,,read,,,,1,,,0,,,,,
1535134,The Snail on the Slope,Arkady Strugatsky,"Strugatsky, Arkady",Boris Strugatsky,"=""0553131974""","=""9780553131970""",4,3.93,Bantam Books,Paperback,243,1983,1966,,2013/02/12,,,read,,,,1,,,0,,,,,
4381,Fahrenheit 451,Ray Bradbury,"Bradbury, Ray","Alfredo Crespo, V. Churginaitė","=""0307347974""","=""9780307347978""",4,3.98,DeBolsillo,Mass Market Paperback,158,2004,1953,,2010/08/26,,,read,,,,1,,,0,,,,,
226378,A Hero of Our Time,Mikhail Lermontov,"Lermontov, Mikhail",Paul Foote,"=""014044176X""","=""9780140441765""",2,4.11,Penguin Classics,Paperback,185,1966,1840,,2013/05/24,,,read,,,,1,,,0,,,,,
1479939,"Волшебник Изумрудного города (Волшебник Изумрудного города, #1)",Alexander Volkov,"Volkov, Alexander",Александр  Волков,"=""589537686X""","=""9785895376867""",2,4.30,Стрекоза-Пресс,,144,2007,1959,,2013/05/29,,,read,,,,1,,,0,,,,,
10572,"A Clash of Kings  (A Song of Ice and Fire, #2)",George R.R. Martin,"Martin, George R.R.",,"=""0553381695""","=""9780553381696""",4,4.41,Bantam,Paperback,969,2002,1998,,2013/03/05,,,read,,,,1,,,0,,,,,
1442239,Хищные вещи века. Чрезвычайные происшествия,Arkady Strugatsky,"Strugatsky, Arkady","Boris Strugatsky, Аркадий Стругацкий, Борис Стругацкий","=""5237014194""","=""9785237014198""",3,4.13,Znanie Bookstore,Paperback,229,,1964,,2010/08/26,,,read,,,,1,,,0,,,,,
